25000 24999
1 13360 47
2 8804 65
3 19798 29
3 9866 43
4 15797 95
4 3527 80
5 18789 27
7 10916 90
8 19302 87
9 8762 84
9 18292 8
10 8010 49
10 17280 96
10 22181 78
11 17914 37
11 18993 80
12 12946 89
12 18350 91
12 22502 76
14 4230 74
14 15700 90
14 16813 85
15 15791 92
17 7724 63
18 1078 4
20 16785 94
21 19071 71
22 18725 43
22 697 17
24 13165 40
24 12410 11
24 9888 95
25 20774 64
26 2800 1
26 1077 75
27 23352 15
27 20175 54
27 4921 63
28 12738 93
28 22449 4
28 23191 37
30 6739 85
30 16639 75
31 3712 21
31 4449 84
32 1466 33
32 8501 74
35 15900 19
36 23264 3
37 13636 21
37 18571 21
39 22422 45
40 17523 74
42 13074 49
42 3566 50
42 22377 97
42 18031 47
45 10061 47
46 32 54
46 21473 96
46 13915 77
46 22773 84
46 23369 87
47 21553 30
47 17254 89
48 4129 96
49 15542 37
50 8869 97
52 8143 69
56 2784 91
57 19041 55
58 10035 58
58 11877 79
58 7232 70
59 19529 22
60 8548 88
61 22118 23
62 8576 68
63 547 100
65 17259 84
65 20600 97
67 12595 89
67 19036 47
69 601 40
69 1248 57
69 20236 45
70 14677 80
71 9628 83
71 17664 83
73 5008 71
74 10567 51
74 6188 15
75 9273 89
78 9327 13
80 12004 55
81 9804 23
81 20912 7
81 3515 12
82 16384 6
82 4298 48
84 13688 4
85 2456 19
85 11201 7
85 11937 4
86 5003 98
87 13253 30
87 1679 4
89 19072 56
89 19952 90
90 24101 94
91 12622 41
91 10025 20
92 16514 80
94 15049 30
95 16237 31
95 21973 22
95 24063 14
100 5939 50
100 15560 12
100 17304 3
101 21535 76
104 4629 48
106 21380 95
107 15103 54
110 12623 10
112 14954 55
113 7837 83
114 21002 84
114 18056 66
116 3557 17
116 8219 59
118 13951 97
121 20803 66
123 6916 2
124 3459 72
125 24319 43
128 9847 92
128 17772 41
130 6402 5
130 6537 72
130 22344 58
131 19858 57
131 22439 57
132 20940 83
133 14212 69
133 17036 38
136 10232 50
136 13075 96
138 4599 43
138 24832 100
139 11856 31
139 2013 35
140 7355 23
141 8786 45
141 13037 82
142 6023 54
143 9419 63
144 15493 15
146 15633 52
148 20290 85
148 1550 41
150 3773 13
150 16304 59
151 6773 61
151 2436 77
151 17248 65
152 12964 27
154 15648 23
157 19967 97
157 6348 8
157 3488 50
158 21117 40
161 9783 76
162 998 83
162 13401 64
162 9228 92
163 608 77
165 5257 46
166 17106 87
169 22776 85
170 12294 61
171 16215 75
171 22981 7
174 4068 92
175 1356 3
175 7825 93
175 21263 87
176 14735 95
177 24307 61
179 7863 22
181 6384 34
181 6913 52
182 11590 60
182 9605 10
185 14250 75
186 12361 8
187 16429 69
187 19709 16
187 6053 22
189 7183 79
189 17214 56
189 7483 72
189 6068 89
191 2035 33
191 13530 83
191 14594 63
193 4606 32
195 15528 86
196 5458 61
196 22159 88
199 21953 24
199 12721 36
201 6509 70
201 17577 46
201 12688 70
204 19121 40
206 7544 63
207 13179 11
207 18718 96
209 24088 59
210 2906 68
211 8021 19
212 9875 83
214 1528 22
214 18451 78
215 5529 89
216 4110 40
219 6687 76
