1000 999
1 501 98
1 611 88
2 150 72
2 860 76
2 299 83
4 240 67
4 206 67
5 201 14
6 471 75
6 108 72
7 106 89
7 557 54
8 597 75
9 685 25
9 819 22
12 19 74
12 691 47
13 547 23
13 285 27
13 755 6
14 924 97
15 679 85
15 504 91
18 243 75
19 233 87
21 200 17
23 221 31
23 107 89
26 225 57
28 205 70
28 247 52
28 894 81
28 766 41
30 307 6
30 519 17
30 731 72
33 21 3
33 317 66
34 355 86
36 870 80
36 75 39
36 930 33
36 806 4
37 261 43
38 197 61
39 97 56
39 564 76
40 133 85
42 273 51
42 327 40
42 928 21
43 577 63
43 902 75
44 91 41
44 810 85
45 423 7
46 211 85
50 826 66
51 529 91
52 354 30
52 167 70
52 904 37
52 586 83
53 612 22
56 109 49
56 759 70
58 298 16
58 934 4
60 500 97
63 506 15
64 551 34
65 344 53
66 488 87
66 606 74
67 286 27
67 65 80
67 772 57
68 72 78
68 897 45
68 40 49
69 42 26
71 475 70
73 954 30
75 102 10
76 388 10
76 634 1
76 803 3
77 628 35
79 549 100
81 704 22
81 100 79
82 729 96
82 941 54
84 540 90
86 46 12
86 938 44
87 394 11
89 973 85
89 15 67
91 187 37
92 859 67
96 738 9
100 874 44
101 565 100
102 875 9
102 879 41
103 208 44
103 543 92
104 914 79
104 825 68
105 921 54
106 566 90
107 544 8
107 374 62
107 976 70
108 341 25
108 798 53
108 951 83
109 889 62
109 553 67
110 50 93
111 643 22
114 567 67
114 160 14
114 769 13
118 35 24
119 693 68
120 429 17
123 804 64
123 817 69
124 386 83
125 813 64
126 320 66
126 482 60
127 175 14
127 575 92
128 331 5
129 276 54
130 199 33
131 470 42
133 421 68
134 984 1
135 369 55
135 295 33
136 137 49
139 849 32
140 146 28
142 83 82
142 404 51
143 297 53
144 885 68
144 304 31
144 348 13
145 675 79
146 184 15
146 824 24
147 281 87
147 587 53
148 90 67
148 442 100
151 153 50
152 555 82
152 953 22
155 432 31
155 794 42
156 646 1
157 398 63
158 414 54
158 559 73
159 425 53
160 748 89
160 217 85
160 968 92
160 995 71
162 789 88
162 896 80
163 942 98
164 676 55
164 294 17
166 378 7
167 775 72
167 838 54
168 820 2
168 749 31
169 438 18
169 793 97
171 833 23
172 863 80
172 853 47
173 630 5
173 739 56
173 492 56
174 595 75
175 580 34
176 82 72
179 743 12
182 607 98
185 949 52
186 408 78
188 773 99
188 318 23
190 651 54
191 598 95
192 831 81
194 213 15
194 861 52
198 522 70
198 735 25
198 620 11
200 692 42
201 767 7
202 164 99
203 747 70
206 123 40
206 131 60
206 446 4
207 424 62
207 464 65
209 878 83
210 617 81
212 168 76
215 886 52
216 234 34
217 836 52
219 159 41
220 871 79
222 709 18
223 898 39
225 449 72
229 191 38
230 277 11
231 650 95
233 115 58
233 909 83
234 622 15
235 271 1
236 546 83
237 467 96
242 11 69
243 919 43
244 857 77
245 86 21
246 16 76
246 256 63
246 903 12
248 682 93
250 41 56
252 638 70
255 895 71
257 296 44
257 764 47
258 730 27
259 136 95
259 658 45
261 525 55
262 87 6
263 511 23
266 780 52
269 359 97
269 514 94
269 977 60
272 805 35
274 832 67
274 613 87
274 275 26
275 113 44
275 193 3
275 671 29
275 916 15
275 855 8
279 135 96
283 38 41
283 287 54
283 370 15
285 228 24
285 584 79
288 411 24
289 654 97
290 345 7
290 801 4
291 105 96
292 384 37
294 34 72
294 339 87
295 95 30
295 974 10
296 182 1
297 70 49
297 288 59
298 326 89
299 652 69
299 480 9
301 763 90
302 623 50
302 536 84
304 36 48
305 633 58
307 521 44
310 212 6
311 972 70
312 663 51
312 690 34
313 945 25
313 478 58
314 272 91
314 23 6
314 147 93
315 412 82
315 12 70
317 944 76
318 393 49
318 269 84
318 720 25
318 847 7
321 264 30
323 103 15
324 27 90
324 469 66
326 742 2
328 915 82
333 893 51
334 124 88
334 545 82
336 367 41
339 516 87
339 873 20
340 530 25
340 864 95
340 26 53
342 166 83
346 844 54
347 670 99
348 323 16
348 156 10
348 198 9
350 253 81
350 639 4
351 539 95
351 81 49
351 569 42
351 937 21
352 856 25
353 20 30
356 346 16
356 959 2
357 204 87
357 926 40
358 952 25
359 943 64
359 236 10
361 961 79
363 342 93
365 195 93
365 63 89
366 887 25
366 866 84
367 509 9
367 573 67
367 328 31
367 391 68
368 445 98
368 599 59
372 660 46
373 850 34
373 120 19
373 971 67
374 647 49
379 839 77
382 415 33
383 777 10
384 468 78
384 572 21
385 503 1
385 510 16
386 118 94
388 505 1
390 476 83
391 141 41
391 155 70
391 433 55
391 114 57
392 380 35
392 356 23
393 760 19
397 644 58
397 665 74
398 703 72
399 657 14
400 762 82
401 619 99
403 751 90
403 694 73
405 179 91
405 185 24
405 484 92
408 330 41
408 496 72
408 594 22
409 621 20
409 712 45
410 698 53
410 174 46
411 515 39
411 157 62
412 151 3
412 251 73
413 882 27
413 152 53
416 376 15
416 725 48
418 592 14
419 181 57
420 917 20
421 779 7
423 466 69
425 278 25
425 724 46
427 29 24
427 216 47
428 214 73
429 226 3
429 457 25
429 786 5
429 203 61
430 625 79
431 702 83
431 333 16
433 134 65
434 807 32
435 460 21
436 349 88
438 395 59
439 283 74
441 967 6
442 876 48
443 248 11
443 905 17
444 753 27
446 795 69
446 30 31
446 980 24
447 306 82
447 493 36
447 688 95
448 138 23
448 615 83
448 695 83
449 640 30
452 869 6
453 224 5
453 610 14
453 222 10
454 852 94
454 960 66
456 154 27
456 950 31
456 441 41
457 85 39
457 683 39
458 301 83
458 722 75
459 67 61
460 188 46
461 563 75
461 812 34
461 125 91
462 268 10
463 655 49
466 98 73
466 891 89
470 631 27
470 259 55
470 244 73
471 797 4
472 372 52
472 867 86
474 827 83
475 935 54
476 254 41
476 462 69
476 245 6
476 715 35
478 314 49
479 436 5
479 978 86
479 792 75
479 158 71
480 112 7
480 5 90
480 487 10
482 172 88
483 746 39
484 931 36
484 392 42
486 999 13
487 706 99
490 596 55
491 145 21
492 13 19
494 2 64
495 455 66
495 778 57
496 321 91
497 43 19
499 80 4
499 979 58
499 989 39
499 313 21
500 219 15
500 52 42
501 402 47
501 837 49
502 745 5
503 139 65
503 920 21
504 618 100
504 987 57
506 189 28
506 305 6
507 485 17
507 190 96
510 696 35
512 461 95
513 143 61
513 246 75
514 975 64
515 377 60
516 963 34
517 701 42
517 714 50
519 413 66
520 48 61
523 406 81
525 741 78
526 186 94
526 401 32
526 427 63
527 653 35
527 368 40
528 518 9
529 403 28
530 140 37
533 443 48
533 843 84
534 173 71
536 556 42
536 737 69
538 332 88
538 419 98
540 627 25
543 337 41
543 541 35
545 215 34
546 360 48
546 957 99
550 227 62
553 45 98
553 562 17
556 325 85
557 946 65
558 705 75
558 310 72
558 719 34
559 983 85
559 126 90
560 528 45
560 537 99
560 781 40
560 6 86
561 531 46
561 669 68
561 846 21
562 229 77
562 258 63
562 901 57
563 535 5
563 787 82
566 407 24
566 340 57
567 338 74
568 437 39
568 687 96
568 472 98
569 49 69
569 508 57
569 58 4
570 409 60
570 752 13
572 788 80
572 383 99
574 648 38
575 291 28
576 47 30
576 322 83
576 68 20
579 399 21
579 790 99
580 347 91
581 552 70
583 303 42
583 728 5
584 237 78
586 202 66
587 681 67
587 726 8
588 335 15
589 249 15
589 815 14
593 523 99
595 352 33
596 312 68
597 477 38
599 524 18
599 279 43
600 280 8
601 662 49
601 608 100
604 270 39
604 736 64
605 761 50
606 992 56
608 629 39
608 570 98
609 768 58
610 389 14
611 448 78
611 884 10
611 479 14
612 250 86
612 841 60
613 965 51
614 74 69
616 99 35
616 452 93
616 28 43
617 422 29
617 913 30
619 721 53
620 684 67
620 947 39
622 814 88
622 929 66
624 834 98
624 927 57
627 490 57
627 176 18
627 163 52
627 925 60
636 117 79
636 784 54
637 263 100
637 162 79
639 911 31
639 969 26
640 390 71
641 940 33
643 24 56
644 241 80
645 238 63
647 900 10
648 3 26
648 9 67
648 458 28
649 589 86
650 329 59
650 711 41
653 31 83
653 353 87
653 439 54
655 266 50
655 435 87
657 171 24
657 771 58
659 144 41
660 362 88
664 907 91
665 981 19
666 661 36
667 982 93
669 396 100
670 717 76
671 54 55
671 265 38
672 88 31
672 877 38
673 316 41
673 939 31
674 635 20
677 489 25
677 822 32
678 148 37
682 994 16
684 582 2
684 397 48
687 578 58
687 674 31
688 101 57
689 513 45
690 129 99
690 440 69
691 840 42
693 334 49
694 707 50
696 632 42
696 872 100
697 218 21
701 561 20
703 774 12
705 453 50
706 550 70
706 385 7
707 656 79
707 292 20
707 104 62
711 583 50
713 542 82
714 672 12
715 491 73
715 169 28
715 659 72
716 293 42
716 851 67
718 609 18
718 881 34
719 358 75
720 262 71
720 66 88
721 210 61
722 732 57
722 842 19
722 456 91
722 373 59
723 343 68
726 308 23
726 426 1
726 848 21
726 776 48
727 430 79
729 642 64
731 284 93
731 194 74
732 59 18
732 450 56
734 517 77
734 350 72
735 858 46
737 379 25
738 600 29
738 796 96
738 716 78
741 783 76
741 641 12
741 964 21
742 700 23
743 196 1
743 677 95
743 302 12
744 22 86
744 538 35
744 880 67
747 883 34
748 710 99
749 183 65
749 637 64
750 94 27
751 966 45
752 44 9
753 77 50
753 14 51
754 387 59
755 451 84
755 400 41
756 53 90
758 242 89
759 315 30
760 365 3
761 750 85
761 791 63
762 532 21
762 252 66
762 740 96
765 127 52
766 494 76
767 319 62
767 512 18
768 785 45
769 922 11
769 997 67
769 454 50
770 382 77
770 816 2
771 906 80
773 257 1
773 678 84
775 363 96
776 932 80
777 680 11
777 527 48
779 624 81
780 61 39
780 602 73
781 364 47
781 375 32
782 351 98
783 165 73
783 666 59
784 558 2
784 667 7
789 78 94
789 581 55
790 765 89
790 56 40
790 463 61
792 828 85
792 993 17
797 84 74
797 92 87
798 868 34
799 300 3
799 71 33
801 808 50
803 418 23
804 603 21
805 32 67
805 111 1
806 420 60
806 782 70
807 289 58
808 588 40
809 161 23
810 734 11
811 988 88
813 888 21
815 936 70
816 604 17
816 69 26
816 799 20
817 754 88
818 230 21
819 239 58
821 645 93
823 854 63
825 60 61
826 8 12
826 526 61
827 899 38
829 835 96
829 890 32
831 560 54
836 410 25
840 89 65
843 970 43
843 361 22
847 986 51
848 62 35
849 447 14
849 483 49
849 119 20
850 180 60
850 309 84
850 800 7
852 371 28
852 830 39
852 73 31
853 533 16
854 756 14
854 744 83
855 7 37
856 444 57
859 908 80
859 220 10
859 37 47
860 232 40
860 128 67
860 862 85
861 718 71
861 616 10
861 962 41
862 605 85
863 668 73
863 51 84
865 497 53
866 428 21
866 33 93
866 192 16
869 17 13
