1000 5000
1 2 62
1 428 94
1 491 49
1 678 88
1 745 97
1 540 71
1 871 43
1 601 72
1 273 52
1 837 93
1 238 89
2 3 53
2 504 32
2 610 68
2 246 15
3 4 50
3 280 72
3 387 1
3 149 97
3 146 20
3 724 61
3 129 62
4 5 92
4 528 92
4 904 71
4 572 82
4 312 22
5 6 85
5 326 9
5 174 67
5 435 12
5 801 19
5 680 100
6 7 39
6 393 73
6 779 23
6 269 72
6 375 40
6 774 10
6 749 73
7 8 89
7 884 62
7 520 39
8 9 9
8 154 46
8 842 80
9 10 95
9 516 96
9 546 71
9 943 10
9 795 69
9 58 56
9 860 71
10 11 90
10 804 57
10 699 26
10 883 16
10 839 33
10 518 18
10 88 71
10 195 16
11 12 91
11 292 9
11 386 77
11 849 1
11 526 6
11 1 22
11 460 44
12 13 90
12 922 31
12 873 99
12 906 54
13 14 79
13 496 50
13 672 72
13 587 42
13 186 46
14 15 42
14 318 40
14 733 53
14 299 96
14 732 37
14 453 76
14 755 39
15 16 38
15 851 89
15 974 5
15 891 31
16 17 58
16 77 90
16 675 79
16 146 78
17 18 56
17 996 62
17 655 80
17 5 31
18 19 32
18 715 71
18 974 68
18 377 69
18 999 99
19 20 8
19 466 34
19 73 3
19 415 91
20 21 86
20 885 95
20 327 7
20 975 1
20 182 84
21 22 70
21 675 57
21 271 75
21 124 77
21 379 89
22 23 34
22 605 66
22 981 83
22 863 86
23 24 77
23 201 30
23 398 65
23 958 41
23 319 26
23 100 98
23 421 68
24 25 70
24 964 24
24 200 55
25 26 3
25 612 69
25 966 63
25 695 67
25 39 76
25 500 79
26 27 68
26 502 93
26 375 18
26 653 53
26 421 48
26 534 76
26 98 2
27 28 61
27 889 6
27 708 29
27 928 79
28 29 83
28 783 84
28 360 23
28 224 48
28 741 53
28 366 92
28 537 50
29 30 37
29 420 6
29 702 62
29 993 36
29 401 18
30 31 81
30 293 79
30 612 12
31 32 53
31 246 54
31 468 43
31 513 64
31 8 93
31 362 48
32 33 69
32 422 42
32 992 60
32 969 44
33 34 79
33 963 53
33 979 78
33 882 21
34 35 52
34 396 96
34 642 7
34 163 68
34 305 92
34 166 7
35 36 69
35 403 6
35 605 49
35 794 54
36 37 19
36 124 99
36 979 14
36 905 46
37 38 92
37 580 55
37 262 21
37 564 87
37 725 8
38 39 98
38 557 11
38 19 40
38 870 40
38 753 22
38 153 18
39 40 93
39 477 41
40 41 22
40 872 54
40 131 2
40 992 74
40 868 7
40 850 42
40 457 75
41 42 10
41 45 45
41 79 19
41 953 3
41 333 66
41 990 90
41 177 9
41 987 39
41 685 22
42 43 79
42 786 6
42 61 56
42 486 92
42 39 43
42 343 69
43 44 37
43 251 24
43 686 82
44 45 6
44 91 21
44 437 18
44 390 65
44 947 26
44 317 92
44 522 17
45 46 13
45 235 57
45 961 15
45 375 73
45 888 42
45 696 46
46 47 44
46 442 28
46 189 22
47 48 83
47 820 30
47 161 93
47 337 4
47 701 33
48 49 19
48 374 44
48 806 31
48 45 18
48 63 48
48 490 59
48 645 57
49 50 56
49 594 70
49 172 100
50 51 60
50 1 64
50 438 8
51 52 80
51 515 43
51 70 66
51 142 64
51 141 75
51 701 56
51 289 87
52 53 37
52 831 19
52 745 16
52 45 87
52 286 27
52 303 86
53 54 72
53 714 71
53 791 23
53 496 95
53 310 2
53 888 67
53 67 95
53 333 28
54 55 37
54 396 1
54 325 69
54 971 70
54 513 24
54 947 22
54 919 70
55 56 99
55 691 36
55 189 15
55 940 83
56 57 18
56 394 77
56 818 19
56 867 48
56 767 18
56 374 80
56 111 99
56 60 89
57 58 24
57 597 76
57 258 30
58 59 75
58 865 85
58 261 70
58 903 34
58 164 57
59 60 16
59 62 53
59 728 6
60 61 67
60 369 59
60 566 65
61 62 14
61 300 18
61 218 11
61 70 26
61 217 30
61 998 28
61 863 17
61 916 13
62 63 19
62 387 53
62 403 46
62 813 64
62 291 60
62 283 1
62 134 57
63 64 27
63 212 34
63 436 40
63 734 57
63 751 6
64 65 58
64 995 37
64 999 29
64 119 73
64 706 90
65 66 80
65 547 82
65 395 44
65 379 61
65 769 92
65 180 27
66 67 58
66 829 89
66 584 35
67 68 64
67 928 39
67 552 42
67 891 86
67 629 10
67 94 44
68 69 32
68 606 78
68 1000 73
69 70 90
69 554 96
69 122 85
69 47 3
69 692 100
70 71 24
70 275 72
70 311 86
70 199 95
70 234 59
71 72 34
71 127 66
71 27 21
71 683 71
71 457 19
71 43 53
71 251 12
71 692 24
72 73 6
72 950 32
72 622 50
73 74 33
73 23 67
73 346 94
73 794 45
73 22 9
73 134 9
74 75 2
74 798 81
74 955 66
74 892 71
75 76 66
75 797 23
75 81 41
75 309 56
75 125 51
76 77 86
76 801 60
76 907 91
76 95 48
76 97 30
77 78 99
77 825 38
77 412 86
77 752 61
78 79 20
78 325 39
78 639 27
78 136 84
78 41 73
78 699 78
78 539 20
79 80 90
79 314 77
79 23 90
79 48 22
79 406 73
79 887 98
80 81 86
80 12 15
80 15 58
80 338 76
80 733 87
80 823 80
80 774 18
81 82 26
81 345 85
81 662 39
81 904 32
81 444 49
82 83 1
82 448 24
82 21 94
82 596 43
82 849 7
83 84 96
83 979 55
83 494 33
84 85 2
84 345 52
84 212 6
84 274 51
84 736 88
84 12 24
85 86 39
85 465 100
85 306 35
85 601 62
86 87 55
86 353 71
86 780 10
87 88 10
87 691 8
87 914 6
87 409 4
87 48 76
88 89 72
88 299 75
88 353 85
88 614 17
88 511 32
89 90 56
89 952 36
89 993 84
89 438 38
89 126 59
89 303 90
89 808 69
90 91 84
90 258 28
90 381 48
90 562 92
90 511 47
90 87 46
90 710 51
90 220 51
90 569 22
90 763 26
90 773 29
90 328 82
91 92 96
91 988 18
91 184 59
91 249 76
92 93 99
92 977 44
92 812 33
92 549 45
92 956 40
92 690 94
92 443 57
93 94 60
93 805 89
93 552 98
93 874 84
93 500 78
94 95 59
94 39 28
94 104 12
95 96 86
95 312 78
95 750 52
95 819 68
95 183 38
95 599 19
96 97 14
96 273 70
96 575 2
96 940 76
96 374 35
97 98 19
97 721 34
97 401 3
97 317 21
97 888 17
97 275 50
98 99 17
98 156 69
98 675 23
98 115 6
98 853 73
98 212 55
98 113 2
98 890 73
98 395 51
98 456 71
98 50 3
99 100 65
99 344 52
99 602 40
99 138 96
100 101 67
100 672 77
