10000 80000
1 2 25
1 3898 18
1 232 15
1 4611 15
1 159 21
1 1276 72
1 9990 95
1 8245 34
1 8316 51
2 3 55
2 9316 39
2 4227 58
2 1519 55
2 6146 84
2 7058 85
3 4 69
3 2163 83
3 7825 17
3 7005 36
3 7073 81
3 7021 60
3 9015 100
4 5 87
4 1543 48
4 2206 93
4 1816 57
4 1026 62
4 8440 73
4 6784 1
4 2621 3
4 9790 21
4 2113 58
4 8345 30
4 4538 48
4 5829 5
5 6 71
5 5556 15
5 4580 57
5 9169 1
5 9313 13
5 8538 19
5 5913 25
5 2665 98
5 5718 82
5 4074 29
5 1370 48
5 4052 34
6 7 83
6 6932 5
6 237 69
6 680 46
6 2379 94
6 4430 89
6 9275 43
6 5938 9
6 5881 80
6 8004 86
7 8 94
7 3844 93
7 8071 97
7 5135 28
7 4439 10
7 4452 84
7 8594 16
8 9 28
8 2231 86
8 502 21
8 4812 44
8 4574 82
8 4396 76
8 5773 78
8 3101 13
9 10 90
9 7981 36
9 1115 25
9 6121 45
10 11 90
10 1018 14
10 696 48
10 7060 53
10 6016 51
10 81 24
10 6491 75
10 1431 91
11 12 54
11 6621 68
11 9028 31
11 6335 48
12 13 62
12 1945 49
12 9425 67
12 1632 84
12 7086 51
12 3438 2
13 14 74
13 991 22
13 3623 36
13 1531 11
13 2366 69
13 6077 21
13 4402 80
13 1191 44
13 6482 48
13 485 23
13 7660 21
14 15 1
14 2246 95
14 9235 19
14 7974 15
14 3152 57
14 4686 7
14 7409 75
14 5463 46
15 16 14
15 1026 89
15 6883 9
15 9936 69
16 17 19
16 6615 7
16 1543 13
16 4722 86
16 6565 82
16 253 56
16 8390 4
16 3220 21
16 381 42
17 18 96
17 6375 62
17 6431 8
17 1570 77
17 4179 27
18 19 83
18 1474 61
18 6695 65
18 3055 31
18 9819 99
18 2366 66
19 20 56
19 193 38
19 9811 70
19 9351 1
19 4164 7
19 1100 5
19 928 26
19 5172 23
20 21 18
20 8792 46
20 5578 67
20 8956 49
20 7434 79
20 9150 56
20 6030 87
20 9685 83
20 2639 33
20 2561 88
20 8134 39
21 22 44
21 4688 54
21 7206 28
21 8999 78
21 7074 67
21 5100 83
22 23 94
22 3644 88
22 9128 100
22 3019 63
22 6737 19
23 24 76
23 405 41
23 6302 26
23 6399 49
23 928 34
23 5579 53
23 6671 40
23 483 44
23 7246 29
24 25 60
24 5374 7
24 1604 93
24 1749 22
24 3660 84
24 2974 25
24 8691 45
24 7297 33
24 7270 52
24 4092 71
24 2868 82
25 26 19
25 1532 75
25 7299 77
25 9723 71
25 3745 6
25 627 88
25 6524 75
26 27 30
26 934 70
26 4593 69
26 8958 54
26 6283 14
26 7311 69
27 28 72
27 6633 15
27 2157 64
27 8244 62
27 5343 94
27 8428 30
27 5202 5
28 29 56
28 964 39
28 4198 9
28 2585 98
28 7749 68
28 5605 74
28 8823 46
28 1394 45
28 9627 20
28 1520 30
29 30 49
29 8200 20
29 4453 55
29 3917 80
29 1975 57
29 7966 9
29 7004 31
29 2378 23
30 31 68
30 3304 12
30 7657 54
30 8772 49
30 5314 1
30 9514 97
31 32 50
31 9999 38
31 1091 47
31 622 88
31 2520 70
31 4894 37
31 9747 76
31 5046 47
31 5031 68
32 33 87
32 2309 87
32 7159 98
32 8966 13
32 5862 48
32 4464 19
33 34 86
33 4884 18
33 4464 52
33 8312 48
33 6257 88
33 3421 40
33 6307 21
33 8917 51
33 9890 10
33 124 37
33 1917 27
33 2249 87
34 35 59
34 5823 45
34 3073 37
34 7257 44
34 7495 85
34 6646 19
34 2781 100
34 2035 20
34 3840 96
34 8666 77
34 1780 100
35 36 95
35 2983 48
35 7098 96
36 37 4
36 7560 8
36 7599 76
36 1023 27
36 1057 31
36 3413 87
36 4844 12
36 7307 27
36 4943 89
36 8598 87
36 8369 100
36 5680 17
37 38 19
37 643 57
37 7683 81
38 39 99
38 1147 37
38 3059 14
38 4254 53
38 6710 62
38 1833 51
38 8092 26
38 8763 22
38 874 34
38 2379 67
38 16 34
38 7087 83
39 40 83
39 5887 15
39 5963 49
39 4480 26
39 6381 38
40 41 21
40 9486 34
40 91 33
40 2941 69
41 42 28
41 3432 72
41 6607 71
41 1731 80
41 6419 62
41 5574 85
42 43 17
42 7238 63
42 2605 39
43 44 89
43 5437 17
43 4657 60
43 9960 45
43 6598 17
43 860 71
43 9644 57
43 9911 37
44 45 66
44 4834 10
44 5361 20
44 392 20
44 6060 56
44 4524 70
44 2415 25
44 3702 42
44 1033 5
44 2047 21
45 46 26
45 7542 74
45 7534 62
45 1046 56
45 9998 46
46 47 14
46 1736 11
46 3290 55
46 8760 81
46 436 34
46 5339 15
47 48 29
47 4656 34
47 9771 71
47 9399 29
47 1581 40
47 7933 76
47 8491 66
47 8753 75
47 5175 88
48 49 94
48 9983 1
48 194 2
48 9939 14
48 2750 36
48 2252 85
48 17 40
48 4939 55
48 3669 86
48 7926 30
49 50 87
49 3031 66
49 5177 99
49 2611 34
49 8497 78
49 2280 18
49 2801 83
49 1315 66
50 51 44
50 9837 70
50 8526 84
50 7376 80
50 8458 24
51 52 93
51 2834 63
51 8464 53
51 8578 58
51 4235 24
51 11 29
51 2660 54
51 8162 50
52 53 73
52 338 80
52 4847 14
52 7176 17
52 5041 33
52 554 60
52 1579 23
52 536 61
52 5762 81
52 1073 18
53 54 51
53 1196 77
53 195 84
53 4830 45
53 2047 85
54 55 88
54 8357 36
54 5847 52
54 4134 47
54 4050 94
55 56 14
55 3641 66
55 275 1
55 3387 91
55 2024 61
55 5236 2
55 4059 31
56 57 77
56 9912 89
56 8080 68
56 239 27
56 9798 54
56 1343 23
57 58 43
57 246 1
57 54 29
57 4258 21
57 5897 11
57 2513 52
57 7138 27
58 59 43
58 7111 41
58 3794 47
59 60 48
59 2341 55
59 1538 92
59 4323 72
59 9452 48
60 61 45
60 3237 12
60 5365 28
60 3939 24
60 763 15
60 4806 35
60 7438 33
60 1829 14
61 62 18
61 4665 31
61 460 47
61 7961 59
61 9150 63
61 5451 5
61 3429 67
61 90 49
61 9613 67
62 63 31
62 2896 54
62 8206 57
62 1574 64
62 8877 84
63 64 82
63 2914 40
63 8482 6
63 244 82
63 6814 20
63 5768 31
63 5921 38
63 1273 20
63 7786 74
63 9068 43
64 65 3
64 8557 63
64 9851 91
64 5687 58
64 1325 63
64 8385 47
64 8331 24
64 9189 40
65 66 87
65 8197 60
65 768 25
66 67 35
66 3469 81
66 673 98
66 284 32
66 7331 26
66 6561 11
66 7508 62
66 5263 54
66 9002 36
67 68 73
67 9132 30
67 2522 86
67 914 91
67 2735 61
67 7729 12
67 3934 40
68 69 40
68 916 53
68 3851 62
68 8576 55
68 9639 87
68 1569 58
68 6012 63
68 8928 35
69 70 78
69 6990 70
69 8680 6
69 563 88
69 8651 1
69 5542 25
69 1406 8
69 6746 83
69 9688 57
70 71 71
70 8146 32
70 4766 52
70 4142 75
70 5093 4
70 6404 93
70 5915 96
71 72 63
71 7829 23
71 1863 83
71 1880 99
71 6857 51
71 8750 13
71 8460 47
71 2965 59
71 4368 18
71 2806 49
72 73 95
72 9157 93
72 1817 72
72 7574 3
72 4251 46
72 5532 19
72 2716 64
72 2740 23
72 9438 17
72 8266 85
72 5539 78
73 74 28
73 58 25
73 4334 75
73 6152 64
73 915 89
73 9508 96
73 1390 9
73 8763 77
73 1047 12
73 3570 44
73 2493 45
74 75 59
74 8776 41
74 2710 82
75 76 54
75 4996 57
75 2752 3
75 6111 92
75 3259 35
75 5677 16
75 5681 71
75 873 39
76 77 53
76 1269 49
76 2425 95
76 1374 62
76 3678 16
76 325 9
76 938 57
76 596 100
77 78 27
77 3571 17
77 4798 2
77 3120 41
77 4202 46
77 4341 72
77 1602 1
78 79 22
78 6925 52
78 4052 18
78 1414 43
78 3676 85
78 1240 88
78 9823 43
79 80 77
79 334 21
79 5469 57
79 4788 85
79 7091 43
79 6599 70
80 81 57
80 8398 79
80 2501 52
80 3391 28
80 8178 66
81 82 52
81 5071 8
81 5581 10
81 1334 15
81 6477 32
81 4192 32
81 4155 50
81 3702 100
81 9737 1
82 83 57
82 2011 79
82 6784 91
82 937 1
82 6224 44
82 8216 65
82 3076 19
83 84 34
83 5369 55
83 5349 96
83 3573 50
83 6295 53
84 85 55
84 4978 30
84 2372 51
84 4704 21
84 1344 65
84 9923 69
84 6075 93
84 6802 59
85 86 5
85 5339 18
85 9703 39
86 87 14
86 2599 4
86 9466 75
86 3922 72
86 7600 14
86 9546 97
87 88 62
87 8305 36
87 3717 56
87 8610 100
87 9938 68
87 4797 72
88 89 55
88 7839 56
88 721 53
88 4101 65
88 5622 40
88 6401 88
88 8519 58
88 2848 67
89 90 70
89 6527 70
89 3733 35
89 8240 79
89 759 48
89 1140 4
89 9630 67
89 6833 5
89 7837 38
89 4667 23
89 7285 73
90 91 60
90 6569 87
90 6796 75
90 4613 37
90 3368 95
91 92 7
91 6253 13
91 4318 90
91 2884 90
91 7644 46
91 3966 47
92 93 44
92 6706 93
92 4216 18
92 4065 10
92 4177 75
92 305 14
92 7558 58
93 94 49
93 337 85
93 5714 97
93 9827 63
93 7286 50
93 7613 6
93 6172 71
94 95 100
94 3692 73
94 3569 74
94 7480 44
94 5902 1
94 8729 50
94 4795 8
94 1779 22
94 9339 3
94 889 18
94 8707 5
95 96 100
95 3003 23
95 7100 76
95 5860 49
95 3959 86
95 3383 75
95 5849 69
96 97 68
96 1606 38
96 9755 23
96 7895 42
96 9026 28
96 8100 5
96 3583 85
97 98 42
97 7797 70
97 7648 33
97 1405 11
97 6097 75
97 9526 50
97 7945 50
97 4234 68
97 2852 66
97 5222 61
97 5124 44
97 7778 12
97 13 26
97 8922 56
98 99 99
98 799 44
98 4672 85
98 4537 87
98 5368 62
98 4948 22
98 8945 20
98 7666 78
98 1312 45
99 100 79
99 4522 99
99 7240 24
99 4795 76
99 1884 47
99 1066 93
99 5180 76
99 5323 29
99 8409 76
100 101 89
100 275 40
100 7862 9
100 3511 64
100 2199 41
101 102 38
101 4616 76
101 3461 6
101 9928 90
101 7669 30
101 8506 93
101 7314 59
101 9762 78
101 7700 13
102 103 1
102 9091 85
102 4583 91
102 295 21
102 2127 51
102 7322 90
102 5396 66
102 4352 100
102 1511 66
102 7191 25
103 104 13
103 9410 83
103 4067 85
103 8998 23
103 8302 100
103 6761 16
104 105 94
104 4711 35
104 3868 75
104 9583 60
104 5918 68
104 3846 91
104 5812 75
104 1565 10
104 4501 87
104 107 91
104 9858 18
105 106 75
105 2872 29
105 4406 8
105 5759 18
105 5604 86
105 4163 85
105 9972 91
105 251 60
105 8361 23
105 766 82
105 6618 43
106 107 71
106 3783 28
106 1788 82
106 8917 54
106 2228 22
106 9021 1
106 3858 25
106 1688 70
107 108 30
107 838 63
107 1108 70
107 1429 2
107 7127 68
107 3320 67
107 4367 44
107 1458 19
108 109 59
108 8758 1
108 1993 62
108 883 100
108 6392 10
108 1165 18
108 1176 61
108 1178 38
108 768 67
108 1072 67
109 110 75
109 8222 57
109 2339 36
109 4683 62
109 2007 77
109 8927 78
109 2283 3
109 1413 76
109 37 43
109 6159 98
109 4458 98
110 111 25
110 323 87
110 3663 33
110 4740 43
110 727 86
110 2361 58
110 3352 100
110 423 54
110 613 80
111 112 33
111 2895 22
111 3224 4
111 2299 27
111 3165 42
111 6587 1
111 3970 71
112 113 73
112 6363 92
112 8013 47
112 5848 84
112 8569 85
112 3494 64
112 2358 3
112 5669 40
112 1145 26
113 114 89
113 8036 13
113 3946 21
113 35 60
113 6121 29
113 131 15
113 3770 6
114 115 68
114 1152 48
114 4362 93
115 116 44
115 1380 63
115 8251 73
115 6852 54
115 3548 46
115 6885 34
115 2837 57
116 117 40
116 6853 64
116 1818 43
116 670 74
116 6833 5
116 9508 20
116 2975 71
116 9082 93
116 7305 45
116 1587 77
116 6695 54
116 5025 26
116 312 57
117 118 84
117 9737 5
117 6110 68
117 6141 14
117 1173 58
117 5249 16
117 6858 57
117 846 90
117 6711 30
117 3065 17
117 7828 92
117 2080 73
118 119 99
118 6508 94
118 7648 40
118 5349 53
118 5295 45
118 7857 86
118 9040 69
118 3884 58
118 2957 37
119 120 88
119 8200 30
119 8370 32
119 2940 65
119 6469 74
119 5893 61
119 1655 42
119 8183 66
119 5596 60
120 121 41
120 6449 2
120 6125 97
120 184 18
120 7942 1
120 3158 83
121 122 76
121 1707 14
121 1269 90
121 690 75
121 7962 79
121 4748 59
121 7934 26
122 123 59
122 5717 96
122 8801 54
122 8676 41
122 5434 77
122 36 95
122 5475 76
122 3545 15
122 9940 1
122 5311 7
122 3909 74
123 124 37
123 793 76
123 6221 74
123 8121 73
123 9763 73
124 125 29
124 3753 83
124 321 64
124 7066 62
124 754 75
124 7283 96
124 3849 23
124 1788 65
124 1371 100
124 3700 60
124 3683 4
124 1192 93
124 7236 17
125 126 8
125 4887 56
125 3456 59
125 4605 97
125 1956 20
125 5711 90
126 127 59
126 3249 62
126 1152 25
126 2959 41
126 9240 85
127 128 30
127 9056 92
127 576 9
127 5817 68
127 9349 27
127 5546 6
127 4547 48
127 9132 67
127 7948 60
127 9904 37
128 129 47
128 8237 19
128 8742 6
128 6777 53
128 7177 66
128 3484 45
128 7220 41
128 1134 33
128 1949 92
129 130 23
129 3200 100
129 5953 57
129 6831 1
129 1625 72
129 4268 3
129 8560 12
130 131 37
130 7664 74
130 8131 34
130 955 3
130 5848 84
130 1811 67
130 3639 71
130 5299 34
131 132 59
131 9544 29
131 3317 30
131 5503 48
131 3878 46
131 3697 80
131 5532 21
132 133 8
132 8835 78
132 1822 69
132 6513 54
132 7820 64
132 6217 28
133 134 11
133 7491 86
133 4260 45
133 8120 15
133 7774 66
133 3214 53
133 5814 94
133 8152 51
133 7384 19
134 135 24
134 699 18
134 8176 18
134 3655 97
134 1067 61
134 4276 89
134 9544 21
134 4439 99
134 384 7
134 3073 80
134 5493 80
135 136 64
135 1318 53
135 4829 23
135 6418 67
135 8535 37
136 137 17
136 22 94
136 2141 83
136 6289 74
136 7985 3
136 6992 13
136 7448 38
136 1846 84
136 7275 9
137 138 73
137 5455 31
137 5048 50
137 3320 47
137 5834 1
137 9975 27
137 283 73
138 139 61
138 5420 52
138 3528 49
138 8826 86
138 2239 29
138 1777 88
138 1486 9
138 9932 42
139 140 35
139 9580 35
139 394 60
139 9114 32
139 9375 92
139 9683 37
139 7747 68
139 9936 35
139 6355 57
139 1580 53
139 8807 33
139 7233 71
140 141 24
140 4396 20
140 7228 66
140 3692 71
140 6041 28
140 5103 35
140 5307 90
140 2386 42
140 1655 83
141 142 54
141 4068 75
141 9863 45
141 515 59
141 9576 34
141 1503 57
141 5027 59
141 6453 94
141 2373 13
142 143 79
142 3364 74
142 6643 42
142 1198 50
142 8835 35
142 2282 24
142 7182 10
142 4324 28
142 742 17
142 4635 75
142 5548 73
142 3506 85
142 7901 67
143 144 84
143 3759 62
143 3234 39
143 3315 29
143 5859 35
143 4549 26
143 9837 24
143 2103 44
143 3593 53
143 3638 57
144 145 78
144 6444 13
144 8033 51
144 686 43
144 9201 91
144 6107 15
144 7515 30
144 8503 30
144 584 25
144 8489 14
144 8184 71
145 146 20
145 8504 8
145 3968 22
145 7080 37
145 9942 31
145 7737 90
145 431 55
145 7812 30
145 9430 73
145 1054 78
146 147 60
146 7 71
146 7900 28
146 4047 48
146 7115 77
147 148 30
147 5394 75
147 6919 71
147 9663 55
147 2522 1
147 2788 11
147 3392 67
147 8650 14
147 7027 16
147 4648 35
147 7833 72
147 2254 79
147 1796 16
148 149 61
148 4491 19
148 2693 74
148 8820 92
148 2367 13
148 2762 64
148 261 42
148 7638 82
149 150 55
149 770 94
149 6969 76
149 3395 73
149 6497 72
149 852 85
149 4620 43
149 2921 68
149 1696 14
149 8656 88
150 151 53
150 4377 1
150 9240 97
150 2075 65
150 4094 94
151 152 5
151 2977 45
151 291 93
151 8651 88
151 2396 61
151 4111 72
151 4124 92
152 153 95
152 9637 11
152 2768 86
152 2638 73
152 3670 42
152 8754 19
152 7443 73
152 8183 60
152 7876 97
152 1920 99
152 2096 99
153 154 30
153 976 90
153 7042 1
153 46 60
153 715 51
153 5686 4
153 5751 13
154 155 6
154 6484 3
154 1018 61
154 1146 77
154 2455 46
154 5903 92
154 4100 98
154 2560 75
154 2270 47
155 156 49
155 7754 48
155 7194 97
155 2387 55
155 7613 99
155 9481 28
155 3213 49
155 9897 14
156 157 56
156 5882 36
156 5194 54
156 566 47
156 698 12
156 4 39
156 2579 39
156 9366 72
156 7224 68
157 158 56
157 6803 82
157 6961 84
157 719 5
157 4959 4
157 3946 88
158 159 29
158 5691 28
158 7449 95
158 297 62
158 3475 35
158 903 50
158 1517 33
158 6001 31
158 9953 96
158 845 52
158 9411 40
158 5904 45
159 160 94
159 9798 66
159 5724 35
159 7193 59
159 9218 64
159 3689 19
159 6577 7
159 1632 43
160 161 2
160 8530 78
160 1075 96
160 7007 57
160 9636 53
160 9303 48
160 8123 4
160 7522 63
160 7623 36
161 162 6
161 6851 98
161 9192 83
161 8915 17
161 6382 46
162 163 51
162 7546 59
162 9336 73
162 3962 35
162 2105 24
162 1598 70
163 164 50
163 8729 21
163 168 42
163 9259 14
163 1876 11
164 165 87
164 6885 1
164 5578 28
164 4139 45
164 4375 32
164 4550 12
164 8229 69
164 9501 65
164 7364 44
164 342 16
164 6305 90
164 1000 30
165 166 33
165 2781 59
